team,season,name,gameId,playerTeam,opposingTeam,home_or_away,gameDate,position,situation,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
CAR,2021,CAR,2021020216,CAR,STL,HOME,20211113,Team Level,5on4,1,1,1,168,3.976,0.626,0.403,0.863,0.114,1.93,1.065,0.583,0.626,0.583,2,3,0,5,1,1,0,0,0,1,2,1,4,0,0,1,0,0,0,2,2,1,0.093,0.246,0.286,0,1,0,5,5,5,0,0.104,0.286,0.286,0.444,0.444,0.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAR,2021,CAR,2021020242,CAR,VGK,AWAY,20211116,Team Level,other,0.6542,0.25,0.2857,160,0.991,0.806,0.032,0.022,0.045,0.518,0.577,0.806,0.806,0.806,0,2,0,2,0,0,0,0,1,1,0,0,2,0,0,2,1,0,0,0,0,2,0,0,0.806,0,0,0,2,2,2,0,0.01,0,0,0.816,0.816,0.816,3.716,0.426,0.428,0.707,0.138,2.476,0.824,0.397,0.426,0.397,3,2,1,6,0,1,0,0,1,1,2,3,5,0,0,2,0,0,0,4,0,1,0.212,0,0.214,0,0,0,6,5,5,0,0.112,0.214,0.214,0.323,0.323,0.303
CAR,2021,CAR,2021020242,CAR,VGK,AWAY,20211116,Team Level,all,0.6436,0.6296,0.618,3600,38.322,4.523,2.471,9.099,1.402,21.632,15.873,4.432,4.704,4.609,42,13,13,68,4,6,2,6,6,18,15,38,51,0,0,33,28,6,2,43,5,7,1.039,0.7,2.783,1,1,2,71.209,55,57.479,0,0.527,2.02,2.02,3.029,3.164,3.119,24.891,2.505,1.845,5.971,0.953,13.551,9.175,2.323,2.393,2.218,23,11,6,40,2,6,1,5,1,3,17,21,32,2,4,35,20,12,12,24,5,5,0.681,0.614,1.211,0,1,1,38.231,34,32.564,5,0.41,1.21,1.21,1.706,1.635,1.604
CAR,2021,CAR,2021020242,CAR,VGK,AWAY,20211116,Team Level,5on5,0.5955,0.6667,0.6528,3132,33.105,2.781,2.193,8.324,1.236,18.823,13.643,2.693,2.962,2.869,37,10,13,60,3,5,1,6,5,17,11,34,44,0,0,28,27,6,1,38,5,4,0.97,0.7,1.11,1,1,1,63.209,47,49.479,0,0.451,1.153,1.153,2.078,2.213,2.168,18.359,1.889,1.192,4.583,0.725,9.248,7.364,1.736,1.776,1.631,17,8,5,30,2,5,1,4,0,2,12,15,23,2,4,32,19,12,12,16,5,4,0.278,0.614,0.997,0,1,1,28.231,25,23.564,5,0.246,0.996,0.996,1.139,1.068,1.057
CAR,2021,CAR,2021020242,CAR,VGK,AWAY,20211116,Team Level,4on5,0.1983,0.2,0.2,120,0.785,0.047,0.022,0.137,0.026,0.203,0.565,0.047,0.047,0.047,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0,0.047,0,0,0,0,0,1,1,1,0,0.005,0,0,0.052,0.052,0.052,2.816,0.19,0.225,0.681,0.09,1.827,0.987,0.19,0.19,0.19,3,1,0,4,0,0,0,1,0,0,3,3,4,0,0,0,0,0,0,4,0,0,0.19,0,0,0,0,0,4,4,4,0,0.053,0,0,0.244,0.244,0.244
CAR,2021,CAR,2021020242,CAR,VGK,AWAY,20211116,Team Level,5on4,1,1,1,188,3.441,0.889,0.224,0.616,0.095,2.088,1.088,0.887,0.889,0.887,4,1,0,5,1,1,1,0,0,0,3,3,4,0,0,1,0,0,1,4,0,1,0.022,0,0.867,0,0,1,5,5,5,0,0.062,0.867,0.867,0.084,0.084,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2021,CAR,2021020258,CAR,ANA,AWAY,20211118,Team Level,other,0.9801,0.8333,0.8,240,2.69,1.429,0.154,0.219,0.071,1.135,0.993,1.422,1.429,1.422,2,2,1,5,0,0,0,0,0,0,4,2,4,0,0,2,0,0,0,0,1,3,0,0.101,1.327,0,0,0,5,4,4,0,0.055,0,0,1.484,1.484,1.476,0.731,0.029,0.044,0.147,0.028,0.458,0.294,0.029,0.029,0.029,0,1,0,1,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,1,0,0,0.029,0,0,0,0,0,1,1,1,0,0.011,0,0,0.04,0.04,0.04
CAR,2021,CAR,2021020258,CAR,ANA,AWAY,20211118,Team Level,all,0.6072,0.5528,0.5495,3600,35.438,4.468,2.288,8.336,1.337,19.231,14.339,4.305,4.622,4.448,31,19,18,68,2,3,0,6,1,15,23,29,48,3,6,33,14,5,13,37,6,7,1.015,0.652,2.801,1,1,0,70.875,50,52.111,7,0.497,0.93,0.93,4.035,4.155,4.035,29.435,2.89,2.099,6.981,1.027,15.99,12.014,2.742,2.75,2.61,32,9,14,55,1,6,1,10,2,10,12,31,40,3,4,28,28,6,15,30,7,4,0.955,0.845,1.09,0,0,1,52.71,41,39.334,10,0.452,1.355,1.355,1.987,1.903,1.888
CAR,2021,CAR,2021020258,CAR,ANA,AWAY,20211118,Team Level,5on5,0.5029,0.5648,0.557,3061,31.156,2.478,2.022,7.903,1.214,17.438,12.945,2.322,2.632,2.465,28,16,17,61,2,3,0,6,1,15,17,26,42,3,6,29,14,5,11,36,5,3,0.997,0.551,0.93,1,1,0,63.875,44,46.111,5,0.41,0.93,0.93,1.958,2.079,1.967,25.085,2.449,1.684,6.234,0.882,13.467,10.284,2.302,2.309,2.17,29,6,12,47,1,6,1,10,1,8,9,28,34,2,2,26,27,5,15,26,5,4,0.789,0.57,1.09,0,0,1,44.71,35,33.334,10,0.352,1.355,1.355,1.446,1.363,1.347
CAR,2021,CAR,2021020258,CAR,ANA,AWAY,20211118,Team Level,4on5,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2.812,0.283,0.286,0.515,0.094,1.858,0.965,0.283,0.283,0.283,2,2,2,6,0,0,0,0,1,1,2,2,4,0,0,1,0,1,0,3,1,0,0.137,0.146,0,0,0,0,6,4,4,0,0.07,0,0,0.353,0.353,0.353
CAR,2021,CAR,2021020258,CAR,ANA,AWAY,20211118,Team Level,5on4,0.8133,0.6667,0.6667,59,1.592,0.562,0.113,0.214,0.052,0.658,0.401,0.562,0.562,0.562,1,1,0,2,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,1,0,1,0.018,0,0.543,0,0,0,2,2,2,0,0.031,0,0,0.593,0.593,0.593,0.806,0.129,0.084,0.085,0.023,0.208,0.471,0.129,0.129,0.129,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0.129,0,0,0,0,1,1,1,0,0.019,0,0,0.148,0.148,0.148
CAR,2021,CAR,2021020272,CAR,LAK,AWAY,20211120,Team Level,other,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.387,0.807,0.542,1.38,0.182,2.892,1.197,0.618,0.807,0.618,5,2,0,7,0,3,0,0,0,2,2,5,7,0,0,1,1,0,0,5,0,2,0.23,0,0.577,0,0,0,7,7,7,0,0.143,0.637,0.637,0.313,0.313,0.275
CAR,2021,CAR,2021020272,CAR,LAK,AWAY,20211120,Team Level,all,0.3178,0.3524,0.3333,3600,20.25,2.037,1.564,4.547,0.733,11.061,9.059,1.957,2.212,2.125,20,9,8,37,5,2,0,4,0,8,10,15,24,4,8,19,31,3,4,22,5,2,0.754,0.704,0.579,3,2,0,39.444,29,31.021,3,0.33,0.482,0.482,1.885,2.04,2.012,43.345,4.372,3.23,9.926,1.353,22.882,16.236,4.073,4.204,3.908,43,15,10,68,4,8,1,6,1,12,27,39,54,2,4,28,13,3,4,44,6,8,1.413,0.73,2.23,0,1,3,64.295,58,55.063,3,0.72,1.684,1.684,3.408,3.25,3.153
CAR,2021,CAR,2021020272,CAR,LAK,AWAY,20211120,Team Level,5on5,0.4477,0.381,0.3676,2831,17.346,1.983,1.442,4.094,0.657,9.816,7.009,1.903,2.158,2.071,17,8,7,32,5,2,0,3,0,6,9,12,20,4,8,12,29,2,3,18,5,2,0.7,0.704,0.579,3,2,0,34.444,25,27.021,3,0.301,0.482,0.482,1.802,1.957,1.929,31.778,2.446,2.096,7.397,0.989,17.084,12.988,2.39,2.277,2.225,32,11,9,52,3,3,1,6,1,9,21,29,40,1,2,22,12,3,4,35,4,4,1.027,0.478,0.941,0,1,2,48.295,43,40.063,3,0.437,0.594,0.594,2.288,2.13,2.109
CAR,2021,CAR,2021020272,CAR,LAK,AWAY,20211120,Team Level,4on5,0.067,0.3,0.3333,417,2.23,0.049,0.076,0.278,0.056,0.74,1.802,0.049,0.049,0.049,2,1,0,3,0,0,0,0,0,2,1,2,3,0,0,4,0,0,0,3,0,0,0.049,0,0,0,0,0,3,3,3,0,0.019,0,0,0.067,0.067,0.067,4.539,0.682,0.468,1.014,0.148,2.489,1.198,0.628,0.682,0.628,4,2,1,7,0,2,0,0,0,1,3,4,6,1,2,3,0,0,0,3,2,1,0.138,0.252,0.292,0,0,0,7,6,6,0,0.112,0.453,0.453,0.341,0.341,0.303
CAR,2021,CAR,2021020272,CAR,LAK,AWAY,20211120,Team Level,5on4,0.0113,0.5,0.3333,177,0.674,0.005,0.045,0.176,0.02,0.506,0.248,0.005,0.005,0.005,1,0,1,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0.005,0,0,0,0,0,2,1,1,0,0.01,0,0,0.016,0.016,0.016,1.641,0.437,0.124,0.135,0.033,0.417,0.853,0.437,0.437,0.437,2,0,0,2,1,0,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,1,0.017,0,0.42,0,0,1,2,2,2,0,0.029,0,0,0.466,0.466,0.466
CAR,2021,CAR,2021020286,CAR,SJS,AWAY,20211122,Team Level,other,0.0385,0.1667,0.2,19,0.694,0.021,0.025,0.081,0.015,0.188,0.671,0.021,0.021,0.021,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0.021,0,0,0,0,0,1,1,1,0,0.009,0,0,0.03,0.03,0.03,2.938,0.525,0.251,0.594,0.1,1.602,0.928,0.507,0.525,0.507,3,1,1,5,1,1,1,0,0,1,1,2,3,0,0,2,0,0,0,2,1,1,0.076,0.085,0.364,0,0,1,5,4,4,0,0.064,0.364,0.364,0.225,0.225,0.224
CAR,2021,CAR,2021020286,CAR,SJS,AWAY,20211122,Team Level,all,0.2973,0.5283,0.4648,3702,22.439,1.106,1.317,5.68,0.757,13.628,10.512,1.102,1.188,1.184,23,10,23,56,1,1,0,8,1,7,15,22,32,1,2,21,19,9,3,31,1,1,0.779,0.115,0.211,1,0,0,59.226,33,35.103,0,0.272,0.032,0.032,1.345,1.444,1.439,27.898,2.614,1.999,6.955,1.125,15.133,10.175,2.5,2.491,2.382,27,11,12,50,2,3,1,6,2,13,12,25,36,1,2,30,28,10,5,27,9,2,0.88,0.948,0.786,1,0,1,47.77,38,36.418,1,0.426,0.577,0.577,2.463,2.33,2.256
CAR,2021,CAR,2021020286,CAR,SJS,AWAY,20211122,Team Level,5on5,0.3393,0.5361,0.4688,3323,20.374,1.073,1.184,5.318,0.702,12.42,9.302,1.07,1.155,1.152,20,10,22,52,1,1,0,8,1,7,12,19,29,1,2,18,19,8,3,28,1,1,0.747,0.115,0.211,1,0,0,55.226,30,32.103,0,0.238,0.032,0.032,1.279,1.377,1.373,24.961,2.089,1.748,6.361,1.024,13.531,9.247,1.993,1.966,1.876,24,10,11,45,1,2,0,6,2,12,11,23,33,1,2,28,28,10,4,25,8,1,0.803,0.863,0.422,1,0,0,42.77,34,32.418,1,0.362,0.213,0.213,2.238,2.105,2.031
CAR,2021,CAR,2021020286,CAR,SJS,AWAY,20211122,Team Level,4on5,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2021,CAR,2021020286,CAR,SJS,AWAY,20211122,Team Level,5on4,1,1,1,240,1.371,0.011,0.108,0.281,0.04,1.02,0.539,0.011,0.011,0.011,2,0,1,3,0,0,0,0,0,0,2,2,2,0,0,2,0,1,0,2,0,0,0.011,0,0,0,0,0,3,2,2,0,0.025,0,0,0.037,0.037,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2021,CAR,2021020303,CAR,SEA,AWAY,20211124,Team Level,other,0.6064,0.6667,0.5,183,0.682,0.057,0.056,0.096,0.021,0.596,0.175,0.057,0.057,0.057,1,0,1,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0.057,0,0,0,0,0,2,1,1,0,0.018,0,0,0.075,0.075,0.075,0.73,0.037,0.053,0.139,0.023,0.538,0.211,0.037,0.037,0.037,1,0,0,1,0,0,0,0,0,0,1,1,1,1,2,0,2,0,0,1,0,0,0.037,0,0,0,0,0,1,1,1,0,0.014,0,0,0.05,0.05,0.05
CAR,2021,CAR,2021020303,CAR,SEA,AWAY,20211124,Team Level,all,0.6738,0.6018,0.5714,3600,35.287,3.391,2.48,8.883,1.187,18.125,13.934,2.96,3.549,3.097,36,12,20,68,1,4,0,14,1,12,16,35,47,5,13,37,17,1,5,36,8,4,0.734,1.058,1.598,1,0,0,70.25,48,49.399,2,0.547,1.443,1.443,2.496,2.604,2.523,25.368,1.642,1.6,6.785,0.899,15.425,9.65,1.592,1.596,1.548,22,14,9,45,2,1,0,3,3,14,13,20,34,3,9,24,26,2,9,31,4,1,0.818,0.546,0.278,2,0,0,43.817,36,35.109,4,0.342,0.066,0.066,1.917,1.865,1.804
CAR,2021,CAR,2021020303,CAR,SEA,AWAY,20211124,Team Level,5on5,0.7373,0.6264,0.5821,2859,28.819,3.115,1.933,7.411,0.967,14.487,11.086,2.685,3.273,2.822,29,10,18,57,1,4,0,12,1,9,12,28,38,5,13,33,14,1,5,28,7,4,0.613,0.904,1.598,1,0,0,59.25,39,40.399,2,0.405,1.443,1.443,2.078,2.186,2.105,19.885,1.11,1.15,5.575,0.726,11.586,7.853,1.065,1.065,1.021,16,12,6,34,1,1,0,3,3,12,8,15,27,2,7,16,22,2,5,25,2,1,0.561,0.27,0.278,1,0,0,32.817,28,27.109,3,0.231,0.066,0.066,1.276,1.223,1.169
CAR,2021,CAR,2021020303,CAR,SEA,AWAY,20211124,Team Level,4on5,0.2511,0.1667,0.2222,360,1.474,0.166,0.065,0.189,0.054,0.51,1.015,0.166,0.166,0.166,2,0,0,2,0,0,0,1,0,0,1,2,2,0,0,2,2,0,0,1,1,0,0.012,0.154,0,0,0,0,2,2,2,0,0.014,0,0,0.181,0.181,0.181,4.753,0.495,0.397,1.071,0.15,3.301,1.586,0.49,0.495,0.49,5,2,3,10,1,0,0,0,0,2,4,4,6,0,0,4,0,0,3,5,2,0,0.22,0.275,0,1,0,0,10,7,7,0,0.096,0,0,0.591,0.591,0.584
CAR,2021,CAR,2021020303,CAR,SEA,AWAY,20211124,Team Level,5on4,1,1,1,198,4.312,0.053,0.425,1.187,0.145,2.532,1.657,0.053,0.053,0.053,4,2,1,7,0,0,0,1,0,2,3,4,6,0,0,1,1,0,0,6,0,0,0.053,0,0,0,0,0,7,6,6,0,0.11,0,0,0.163,0.163,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CAR,2021,CAR,2021020308,CAR,PHI,AWAY,20211126,Team Level,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR,2021,CAR,2021020308,CAR,PHI,AWAY,20211126,Team Level,all,0.5487,0.5946,0.5732,3600,33.705,2.675,2.246,8.174,1.038,18.442,14.425,2.548,2.821,2.689,36,11,19,66,6,3,1,8,0,15,15,30,41,3,6,28,20,3,6,36,10,1,0.942,1.247,0.486,3,3,0,69.815,47,49.029,3,0.481,0.7,0.7,2.457,2.617,2.591,25.301,2.2,1.682,5.838,0.858,13.273,11.15,2.157,2.087,2.047,23,12,10,45,3,2,0,6,1,8,15,20,32,5,10,32,16,5,16,24,10,1,0.833,1.148,0.219,1,2,0,42.04,35,33.347,10,0.354,0.316,0.316,2.238,2.116,2.094
CAR,2021,CAR,2021020308,CAR,PHI,AWAY,20211126,Team Level,5on5,0.5784,0.6042,0.5915,2760,30.254,2.468,1.906,7.461,0.926,16.379,12.859,2.341,2.614,2.482,33,9,16,58,6,3,1,7,0,15,11,27,36,3,6,22,20,3,5,32,9,1,0.903,1.079,0.486,3,3,0,61.815,42,44.029,3,0.389,0.7,0.7,2.157,2.317,2.292,20.91,1.799,1.44,5.229,0.732,11.362,8.439,1.756,1.685,1.645,18,11,9,38,2,2,0,6,1,8,10,16,27,5,10,22,14,5,12,21,7,1,0.762,0.817,0.219,1,1,0,35.04,29,27.347,8,0.298,0.316,0.316,1.78,1.658,1.636
CAR,2021,CAR,2021020308,CAR,PHI,AWAY,20211126,Team Level,4on5,0.4341,0.25,0.3333,360,0.79,0.168,0.067,0.077,0.021,0.253,0.414,0.168,0.168,0.168,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,0,0,0.168,0,0,0,0,1,1,1,0,0.014,0,0,0.183,0.183,0.183,1.327,0.219,0.137,0.229,0.04,0.925,0.45,0.219,0.219,0.219,1,1,1,3,0,0,0,0,0,0,2,1,2,0,0,4,0,0,2,0,2,0,0,0.219,0,0,0,0,3,2,2,0,0.032,0,0,0.251,0.251,0.251
CAR,2021,CAR,2021020308,CAR,PHI,AWAY,20211126,Team Level,5on4,0.1765,0.6364,0.5,480,2.661,0.039,0.273,0.636,0.091,1.81,1.151,0.039,0.039,0.039,3,1,3,7,0,0,0,1,0,0,3,3,4,0,0,3,0,0,1,4,0,0,0.039,0,0,0,0,0,7,4,4,0,0.079,0,0,0.118,0.118,0.116,3.064,0.182,0.104,0.38,0.086,0.985,2.262,0.182,0.182,0.182,4,0,0,4,1,0,0,0,0,0,3,3,3,0,0,6,2,0,2,3,1,0,0.071,0.111,0,0,1,0,4,4,4,2,0.024,0,0,0.206,0.206,0.206
CAR,2021,CAR,2021020329,CAR,WSH,HOME,20211128,Team Level,other,0.0414,0.4,0.25,231,1.512,0.058,0.107,0.393,0.052,1.066,0.324,0.032,0.058,0.032,0,2,2,4,0,0,0,0,0,2,0,0,2,0,0,3,0,0,0,2,0,0,0.058,0,0,0,0,0,4,2,2,0,0.028,0,0,0.086,0.086,0.046,3.798,1.344,0.286,0.565,0.145,2.596,1.064,1.192,1.344,1.192,3,3,0,6,1,0,0,0,1,2,2,2,5,0,0,1,2,0,0,3,0,3,0.038,0,1.307,0,0,1,6,6,6,0,0.09,0,0,1.435,1.435,1.275
CAR,2021,CAR,2021020329,CAR,WSH,HOME,20211128,Team Level,all,0.4947,0.5517,0.573,3600,36.877,3.561,2.399,8.994,1.212,20.445,14.389,3.429,3.357,3.233,32,19,13,64,2,3,0,7,0,13,26,30,49,6,12,34,23,5,14,38,7,6,1.26,0.839,1.462,0,1,1,60.839,51,48.43,5,0.522,0.808,0.808,3.275,3.095,3.038,28.02,3.638,1.865,5.603,0.845,14.77,11.279,3.45,3.738,3.549,25,13,14,52,4,1,0,2,1,10,20,21,34,4,8,28,30,7,7,29,5,4,0.983,0.661,1.993,2,0,2,54.418,38,39.796,2,0.429,0.054,0.054,4.014,4.128,3.927
CAR,2021,CAR,2021020329,CAR,WSH,HOME,20211128,Team Level,5on5,0.6702,0.5556,0.6029,2608,29.294,2.996,1.918,6.982,0.977,16.34,11.786,2.899,2.792,2.703,27,14,9,50,2,2,0,7,0,8,22,25,39,4,8,21,23,4,10,29,7,5,0.924,0.839,1.233,0,1,1,46.839,41,38.43,5,0.399,0.58,0.58,2.815,2.636,2.62,20.845,1.474,1.374,4.541,0.605,10.599,8.406,1.451,1.575,1.55,19,8,13,40,2,1,0,1,0,8,15,17,25,3,6,25,26,4,7,22,5,0,0.813,0.661,0,2,0,0,42.418,27,28.796,2,0.282,0.054,0.054,1.703,1.817,1.791
CAR,2021,CAR,2021020329,CAR,WSH,HOME,20211128,Team Level,4on5,0.0906,0.3333,0.4,401,1.468,0.07,0.05,0.247,0.039,0.489,1.105,0.07,0.07,0.07,2,0,0,2,0,0,0,0,0,0,2,2,2,2,4,5,0,1,0,2,0,0,0.07,0,0,0,0,0,2,2,2,0,0.011,0,0,0.08,0.08,0.08,2.281,0.703,0.138,0.368,0.051,1.122,0.617,0.703,0.703,0.703,2,1,1,4,1,0,0,1,0,0,1,1,2,1,2,0,1,1,0,2,0,1,0.017,0,0.687,0,0,1,4,3,3,0,0.041,0,0,0.745,0.745,0.745
CAR,2021,CAR,2021020329,CAR,WSH,HOME,20211128,Team Level,5on4,0.7902,0.8,0.75,360,4.603,0.437,0.324,1.371,0.145,2.55,1.173,0.428,0.437,0.428,3,3,2,8,0,1,0,0,0,3,2,3,6,0,0,5,0,0,4,5,0,1,0.208,0,0.229,0,0,0,8,6,6,0,0.085,0.229,0.229,0.293,0.293,0.291,1.097,0.116,0.068,0.129,0.043,0.453,1.192,0.104,0.116,0.104,1,1,0,2,0,0,0,0,0,0,2,1,2,0,0,2,1,2,0,2,0,0,0.116,0,0,0,0,0,2,2,2,0,0.015,0,0,0.131,0.131,0.117
CAR,2021,CAR,2021020343,CAR,DAL,AWAY,20211130,Team Level,other,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0.578,0.013,0.014,0.015,0.206,0.174,0.578,0.578,0.578,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.578,0,0,1,1,1,1,0,0.004,0,0,0.581,0.581,0.581
CAR,2021,CAR,2021020343,CAR,DAL,AWAY,20211130,Team Level,all,0.5785,0.6696,0.6905,3600,41.231,3.174,2.72,10.572,1.422,23.485,16.626,3.038,3.135,3.001,40,18,17,75,1,6,0,14,0,17,20,39,57,3,6,26,18,3,10,47,8,3,1.313,1.131,0.729,1,0,0,71.295,58,55.966,5,0.578,1.046,1.046,2.707,2.675,2.625,18.534,2.313,1.146,4.125,0.57,9.698,8.147,2.292,2.319,2.298,17,9,11,37,4,2,1,1,0,10,9,13,22,4,8,35,25,9,20,17,5,4,0.339,0.563,1.411,0,2,2,38.102,26,26.773,11,0.244,0.557,0.557,2.001,2.008,1.996
CAR,2021,CAR,2021020343,CAR,DAL,AWAY,20211130,Team Level,5on5,0.7294,0.701,0.7183,2986,36.392,3.126,2.364,9.481,1.272,20.173,14.584,2.99,3.088,2.954,37,14,17,68,1,6,0,14,0,13,17,36,50,2,4,23,18,3,9,40,8,3,1.265,1.131,0.729,1,0,0,64.295,51,48.966,5,0.491,1.046,1.046,2.571,2.539,2.49,14.399,1.16,0.863,3.493,0.425,7.999,6.06,1.154,1.166,1.16,13,7,9,29,3,1,1,1,0,9,6,10,17,3,6,29,25,8,19,15,3,2,0.24,0.351,0.568,0,2,1,30.102,20,20.773,11,0.177,0.291,0.291,1.046,1.053,1.049
CAR,2021,CAR,2021020343,CAR,DAL,AWAY,20211130,Team Level,4on5,0.0621,0.2,0.3333,240,0.674,0.01,0.027,0.116,0.02,0.227,0.6,0.01,0.01,0.01,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0.01,0,0,0,0,0,1,1,1,0,0.008,0,0,0.018,0.018,0.018,1.18,0.151,0.106,0.277,0.065,0.836,0.565,0.146,0.151,0.146,1,1,2,4,0,0,0,0,0,1,1,1,2,0,0,2,0,0,1,1,1,0,0.061,0.09,0,0,0,0,4,2,2,0,0.025,0,0,0.177,0.177,0.17
